,0,text,2,toxic
528,facebook_corpus_msr_437919,"vacancy for the post of cm ,ministers, m.l.a ...interested may apply -make it simple cnbc tv 18 ..you people are complicating",NAG,0
531,facebook_corpus_msr_451923,I will wear such clothes to go to showroom to buy this beast,NAG,0
533,facebook_corpus_msr_1763607,Do you think BJP will atleast consider your words but for us they are hillarious 😂. We need more such jokes plz.,NAG,0
534,facebook_corpus_msr_483045,Monetary  &    Fiscal.  Both. The. Measures  are. Running.  Smooth.  At.  Present.  Credit. To. Regulate tray. Mechanism.,NAG,0
536,facebook_corpus_msr_2111288,"They had also planned for Dravidistan, Nizamistan, Bhopalistan, purvistan(eastern states) Kashmir, and other many tribal states.",NAG,0
538,facebook_corpus_msr_323754,Indian woman trying harder to achieve her goal but people of her country making joke about her and dragging her back,NAG,0
540,facebook_corpus_msr_1487736,i love my mum,NAG,0
541,facebook_corpus_msr_440782,"Plz give govt Retired pensioner s....income tax cutting in pension..,. because they r living few years so kindly",NAG,0
544,facebook_corpus_msr_414310,"Indian stock valuations seems over valued needs downward correction, earnings growth will remain subdued --- manufacturing sector is stagnant, service sector growth is slowing declining, agriculture sector is a disaster, --- besides unemployment is at record high therefore no chance of consumption picking up, chances of below normal monsoon,",NAG,0
545,facebook_corpus_msr_401310,"Indian blame of mutilating Indian soldiers' bodies are false,Pakistan Army is a highly professional force and shall never disrespect a soldier even Indian: ISPR",NAG,0
546,facebook_corpus_msr_472896,"Sir, great step. Go ahead, don't issue 2000 RS notes also.",NAG,0
548,facebook_corpus_msr_470327,"Long queues issue  is not that much critical which is discussed again and again, tomorrow it will be normal",NAG,0
549,facebook_corpus_msr_443416,Sir please share your views on bodal chemicals for long term growth prospects considering the production ban in China.,NAG,0
551,facebook_corpus_msr_483659,Any views on paper industry ? A rerating of the industry on the cards soon ?,NAG,0
554,facebook_corpus_msr_470837,My assumption is there is breakdown and i feel we might see February levels. considering FII out flows and demonetization. What is your view?,NAG,0
556,facebook_corpus_msr_421611,Any service tax on such usages? Govt can get good revenue. All states should emulate Delhi .,NAG,0
558,facebook_corpus_msr_331242,"Try that, God will be defended at any cost like your jihadi forces.",NAG,0
560,facebook_corpus_msr_1854949,"We Are providing best web development services. 
Please visit https://goo.gl/YpDBsP to view our realetstate portfolio",NAG,0
561,facebook_corpus_msr_415469,There is no ban or bar on H1B visas for those  graduating from USA.  Recruit them and do your business. Why only ask for graduates from India ? Do a sincere business now that fraudulent practises of companies are on radar.,NAG,0
562,facebook_corpus_msr_2016166,"At the the Prime Minister’s parliamentary constituency office in Bhelupur, the atmosphere is calmer.",NAG,0
564,facebook_corpus_msr_413854,when is india cements results and what are the expectations,NAG,0
567,facebook_corpus_msr_473597,For generations to come History will remember this decision of NAMO,NAG,0
569,facebook_corpus_msr_336316,"💢 Bot User 💢 Xingh Kannu 💢

 ♥PYTHON♥BOT♥TEAM♥

♪----» TAYYAB-XD.TK «----♪

♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",NAG,0
571,facebook_corpus_msr_2051966,"Before leaving for Australia to attend volunteers meet, Mann clarified that he will come back before March 11.",NAG,0
573,facebook_corpus_msr_2159098,He has won...& The people have lost...,NAG,0
575,facebook_corpus_msr_1805110,When ever a Election Anna hazare make a statement against Arvinth kejriwal .He wants to  support BJP by this way,NAG,0
576,facebook_corpus_msr_1737090,I didn't notice any thing offensive towards any one in particular. He has vent his mind on governance both centre and state,NAG,0
578,facebook_corpus_msr_386801,"Only BJP news channel is ABP Neaws channel wala re
Not interested in indian people",NAG,0
581,facebook_corpus_msr_326284,It is difficult to deal with an army who uses jihadi ISIS tactics.We can't create our own fidayeens because we are a civil modern nation,NAG,0
583,facebook_corpus_msr_506381,I always called you top class dear...wish to know u r political  priority?,NAG,0
586,facebook_corpus_msr_466370,"honourable former pm we common people don't know which is plundering work or not but think the demonetization scheme will help country for future development and it is not such plunder like 2g scam,coal block.....if you think it will decline GDP and plunder work we will accept it like other....",NAG,0
587,facebook_corpus_msr_429164,India has a big advantage in the new digitised world: Mukesh Ambani,NAG,0
588,facebook_corpus_msr_466009,Poor have no work.. No money.. No purchases.. Loan is surviving mode for them . Rich cannot spent cash .. Credit only for white . Entertainment industry suffers,NAG,0
600,facebook_corpus_msr_1493917,Congratulations to Indian government,NAG,0
601,(Save Kashmir).,Select,NAG,0
602,facebook_corpus_msr_481989,Is this a sub branch of the one in Philadelphia???? Mumbai needs one... Can't only eat this amazing food when I go to Philly...,NAG,0
605,facebook_corpus_msr_451780,"out comes a low cost, low quality duke which leaks coolant after 10k km",NAG,0
609,facebook_corpus_msr_330922,As an Indian Kashmiris have various kind of freedom according to the constitution of J&K and the constitution of India.,NAG,0
611,facebook_corpus_msr_461053,Is there any chance of nifty weekly expiry like bank nifty expiry,NAG,0
612,facebook_corpus_msr_469038,Do you see further downside in bank nifty till expiry?,NAG,0
614,facebook_corpus_msr_422241,Why talk about Rahul ? He is no leader today.,NAG,0
617,facebook_corpus_msr_415676,R b l bank when it's hitting 4 digit matk,NAG,0
620,facebook_corpus_msr_495394,"If you get a bullet, you get a medal
If you get a medal, you get money",NAG,0
621,facebook_corpus_msr_1521831,Yes bjp will do which bjp has to do you don't care about that,NAG,0
622,facebook_corpus_msr_1490563,"After Kiran Bedi, Kapil Mishra will be the CM candidate of BJP in next assembly election.",NAG,0
624,facebook_corpus_msr_2183107,"Striking up conversation with each one, Amin Patel greeted residents and spoke to them in their native tongue.",NAG,0
630,facebook_corpus_msr_1945483,Express is posting such personalities opinion than it looks like it's aging and approaching natural death.,NAG,0
631,facebook_corpus_msr_394710,"Agreed, for sometimes and eye for an eye is the correct response.",NAG,0
635,facebook_corpus_msr_495664,u people never change.... u got it what i mean...??,NAG,0
636,facebook_corpus_msr_1956948,Don't propagate hatred...crime has no religion...a number of great freedom fighters were Muslims...a majority of Muslims are peace loving....the Sufi saints are glittering gems of india,NAG,0
639,facebook_corpus_msr_327857,Jawarlal Nehru could have easily captured Occupied Kashmir But instead went to UN and complicated the wholle matter after getting advice from lady Mount batten If India had captured in 1947 the problem would not have remained plus the Congress has ruined the nation by Defence scams.It present under Narendra Modi India is worlds biggest arms importer and is growing from strenght to strength Pakistan will be given a very Good lesson this time,NAG,0
644,facebook_corpus_msr_411720,It's has become a business for doctors to give certain companies medicine.. even they can give generic medicines,NAG,0
645,facebook_corpus_msr_323711,I wish people had that mindset as my husband has. God has actually blessed him with a very clean mind and a gentleman's heart. He doesn't judge people for anything like u blockhead Noel Cyril Lazaro,NAG,0
646,facebook_corpus_msr_1953674,Zakir Naik has rejected all allegations of involvement in terror-related activities and opposed ban on the IRF.,NAG,0
648,facebook_corpus_msr_414020,No way... it is going to open gap up for sure,NAG,0
651,facebook_corpus_msr_495436,O my god....Instead of doing hard studies like Eng & Doctor its better 2 became an Sports men...V vill get both d things 1st vr able 2 represent our nation & next vr going 2 become celebrities along wid good financial income..So life gets settled,NAG,0
658,facebook_corpus_msr_1710261,"Operating Ratio is down and we are coming out with glass topped carriages.Logic!

What more this Rail Minister happens to be the star performer.",NAG,0
660,facebook_corpus_msr_1775228,siddaramaiha the future PM of india...who can replace modi.,NAG,0
666,facebook_corpus_msr_422187,"Talk about eligibility of a candidate , rather than pulling religion into everything... Cmon",NAG,0
669,facebook_corpus_msr_483828,"Awesome Manisha Gupta he looks totally floored by you 
Kh",NAG,0
670,facebook_corpus_msr_394856,"Diverting attention from Kashmir issue, not a chance 😂😂😂
HANDS OFF KASHMIR 
🙌",NAG,0
675,facebook_corpus_msr_437390,how to make cnbc tv 18 no.1 channel ....30 days course for rajdeep,NAG,0
677,facebook_corpus_msr_503216,We must not forget that startup is well supported and started by Modi Government which is Great Government with fantabulous Governance,NAG,0
678,facebook_corpus_msr_507037,"Nawab Nihal Very nice Lineeeeeeeeee
    Beautifull pic
        Superrrrrrrrrrrrr
           Duperrrrrrrrr
               Awesome
                   Fantastic
                      Fabulous
                         Excellent
                            ajawab
                               Zabardast
                                 Mindblowing
                                    Wonderfull
                                      Best post 

☆♡☆Nice ❤♡☆ Very nice Lineeeeeeeeee
    Beautifull pic
        Superrrrrrrrrrrrr
           Duperrrrrrrrr
               Awesome
                   Fantastic
                      Fabulous
                         Excellent
                            ajawab
                               Zabardast
                                 Mindblowing
                                    Wonderfull
                                      Best post 

☆♡☆Nice❤♡☆ Very nice Lineeeeeeeeee
    Beautifull pic
        Superrrrrrrrrrrrr
           Duperrrrrrrrr
               Awesome
                   Fantastic
                      Fabulous
                         Excellent
                            ajawab
                               Zabardast
                                 Mindblowing
                                    Wonderfull
                                      Best post 

☆♡☆Nice❤♡☆ Very nice Lineeeeeeeeee
    Beautifull pic
        Superrrrrrrrrrrrr
           Duperrrrrrrrr
               Awesome
                   Fantastic
                      Fabulous
                         Excellent
                            ajawab
                               Zabardast
                                 Mindblowing
                                    Wonderfull",NAG,0
682,facebook_corpus_msr_401677,Be careful pakistani BAT my dear indian HaaaHaaaahaaaaa I from Pakistan,NAG,0
684,facebook_corpus_msr_364529,"what our army was doing.....

why are you blaming others.....it was our duty to be careful......

alertness gone.....incidents on.....

please be careful......be smart and equipped.....with modern security science (man-machine).....

our smartness & alertness is our strengths.....

Be Alert - Be secured",NAG,0
685,facebook_corpus_msr_2111166,"Secularism means a democratic government run by majority numbers and minority power, as in our country.RSS is therefore running for majority and left/cong are running for minority power.Criticisimg each other is of no use.",NAG,0
687,facebook_corpus_msr_2111165,"Constitution has taken care of all aspects, bigots talk like this, if rulers of Rajas had thought, things would have different, humanity is Supreme, faith is personal, before 1947, there were more than 500 Riyasaths under Rajas and Nawabs, State of India was formed in 1947, uniting all small Rajas, diversity of India is strength of our country. So many people follow different ways of living, no problem,",NAG,0
